Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
22555,23,4858,136,8402,365
29548,36,9852,396,6503,152
24668,47,1839,280,6737,182
27614,43,3997,255,10703,231
3606,31,6541,193,11891,216
11688,35,2294,407,13893,122
12178,42,9268,375,11310,394
26950,30,3299,403,7674,46
26416,38,9537,306,5445,405
21399,25,4578,292,9149,371
11260,10,7990,436,12229,8
12943,39,5005,199,11915,24
2912,15,4507,139,5783,398
16753,30,6346,333,4426,15
19358,33,9074,384,14627,261
12235,10,9911,375,5453,307
7776,12,3768,188,7479,409
26607,38,5896,233,6187,79
21872,41,6343,352,7032,273
12149,30,9176,436,7104,282
17390,28,9389,464,14335,417
14128,15,8433,374,14208,34
17287,26,3758,484,14578,401
20418,42,9369,113,4078,253
12418,26,2840,432,4045,164
29128,20,3161,119,8767,347
8939,45,6203,407,12160,69
9757,20,7679,356,8883,154
27560,32,2974,457,5188,364
29359,48,7103,315,7155,254
9777,26,6807,482,9638,439
24048,47,6583,426,11151,313
12639,13,3225,158,9947,189
26501,29,2677,86,7005,285
18643,28,7408,369,13577,60
28145,37,3996,345,9700,195
15388,30,1960,214,6895,55
19250,39,6082,50,8382,213
5793,26,9934,181,10311,331
20045,12,3045,267,6694,274
18656,18,1906,488,4580,62
25200,22,1946,402,4097,434
7068,39,9813,408,5527,411
29159,41,1712,282,9637,415
28114,14,8731,59,13016,327
20721,27,5129,457,8624,80
21061,49,1043,105,6626,413
25804,28,3635,262,4512,462
26526,48,5109,89,11088,142
25918,22,1136,261,14977,133
22101,35,4372,448,9267,363
14815,36,4754,285,14260,46
4536,49,6630,224,11977,443
28863,30,5676,133,10466,263
11276,25,2773,420,8000,151
25997,24,2482,216,13824,344
28371,47,4481,443,5051,237
21468,46,4163,113,5063,101
20257,21,7238,223,4154,223
19577,16,4159,305,4944,255
17292,42,4394,493,7186,257
13840,42,7967,64,14610,98
2137,25,2575,348,12157,255
7286,13,9099,114,11784,190
24407,32,1555,162,13813,361
15638,46,6813,93,4457,480
15695,46,9373,493,8887,71
7152,23,9920,233,10938,99
27463,15,2069,478,5014,84
11187,41,8673,336,5856,291
14587,29,6965,107,11287,8
29476,43,9700,125,6625,219
15993,38,3124,119,12866,221
11913,27,4572,492,5606,191
28778,47,6428,495,14534,113
25833,47,1515,328,12866,454
29369,32,5275,461,9808,454
23253,41,9611,496,4788,386
7710,10,2346,499,13946,316
4720,44,1790,478,7755,209
3558,28,2174,433,10565,105
21887,45,8882,86,6232,482
7294,25,2866,374,8832,17
7578,32,6463,411,12481,376
15321,25,2482,87,8300,275
14459,26,4742,413,8090,8
5756,47,3972,421,5753,165
16633,44,5362,390,8394,44
18494,46,8405,123,10271,40
10496,45,4309,204,8460,419
7310,35,1844,73,9820,464
6572,32,1410,410,12690,241
19357,39,7026,102,11986,177
16297,25,8001,152,14121,490
2594,41,3370,433,9778,40
16225,30,5398,222,8620,412
23285,34,8179,478,5245,11
19845,33,9057,359,14594,119
29837,40,1929,116,6633,105
23871,10,9189,377,9331,437
14890,26,1676,282,11781,225
17897,29,7081,177,6168,357
17752,36,6822,371,11303,164
9082,28,6506,379,7461,122
18367,21,3357,145,5846,164
10350,46,2117,280,7493,78
28149,28,5218,86,11210,179
11668,48,1067,156,13135,237
12252,19,4266,379,7174,337
19938,21,9149,387,7286,365
17758,16,3283,83,6692,179
3905,39,9688,304,5058,436
23473,31,9003,67,13187,19
13194,43,6572,418,12781,388
6806,14,9355,199,13483,59
27733,44,1264,163,10354,331
18828,31,8633,197,5164,331
26410,45,8456,51,10846,222
25945,29,1003,124,13052,55
27051,14,1973,476,6775,390
28215,26,9730,77,13148,162
24226,11,5701,306,5081,244
26608,46,7131,112,14693,464
21574,22,1296,318,11939,403
21387,35,8854,396,10703,233
2330,21,5599,166,14842,102
17650,42,6523,50,9245,266
24343,48,2791,207,8642,347
29027,30,4021,372,11445,280
11316,24,9342,416,13181,280
24722,13,8915,424,4301,238
20304,32,4858,194,5567,55
7014,37,2919,366,7729,180
27969,22,3557,90,10157,205
7955,13,4564,250,7627,51
15466,44,9402,303,4487,369
17341,22,4281,466,9370,157
11017,20,1176,422,4013,484
7877,24,5481,350,14996,287
6265,35,7163,469,10084,241
7016,31,4983,211,6966,38
14700,13,2654,472,9761,169
4362,22,6787,240,10423,453
6145,30,9279,52,4988,379
10866,11,2795,425,7074,107
21598,35,3413,141,6399,398
2178,41,3681,231,7898,19
10406,20,5008,273,6128,132
20160,29,1604,310,7349,171
26687,33,3654,181,12400,42
13772,11,3763,244,5902,65
7217,15,8470,213,11695,480
9208,30,6976,111,14995,159
16036,34,9578,293,5776,454
19515,49,3914,334,11957,251
24218,32,2405,419,4276,109
18171,44,2558,157,5764,414
19731,17,9810,377,11651,281
26072,49,8325,369,6314,363
13451,34,5108,464,9253,69
17065,48,5125,359,14683,55
19537,38,6420,252,11169,203
8438,41,1640,444,14894,377
16865,17,1600,76,5678,45
6564,49,4702,410,9039,225
21389,49,1510,392,5699,368
16286,42,5117,485,7831,316
7092,32,5209,343,14271,112
7544,17,7122,53,8147,408
9507,13,2844,254,5256,154
13114,28,4564,328,13927,168
27763,32,6990,187,5122,143
23427,24,9710,108,4907,56
16172,21,1257,246,5513,110
16970,44,5890,181,4286,487
19939,43,4709,415,13139,58
28636,29,8675,62,7156,32
22877,33,5363,174,8199,73
20756,13,9255,495,9897,406
3874,22,4476,132,10544,474
2853,33,2200,147,12120,197
26380,48,1336,294,6117,378
21394,27,7285,140,12749,284
15471,20,4936,161,10441,303
27458,38,9031,54,7104,178
20245,41,4949,160,7015,384
23245,24,5635,379,13501,163
12559,19,5297,236,4009,170
19840,21,6284,118,14116,236
27592,16,8123,247,7373,214
6155,26,5429,347,7572,282
26096,24,8420,79,14999,119
27176,40,1593,202,13979,267
28094,34,4699,443,14678,459
16913,12,1691,85,4704,255
20045,34,3602,445,12068,193
29514,31,1880,415,12369,173
14378,42,8402,497,5209,396
16153,14,6052,197,14586,480
8079,36,4939,383,8257,461
11614,49,7484,390,4145,454
13319,49,4009,124,13497,462
13658,41,5609,390,5576,86
17018,10,5206,407,6768,324
14660,38,9194,212,4276,362
25919,40,9964,272,4361,148
23952,40,2232,154,6217,369
6964,15,3214,459,14457,101
4466,25,7175,342,10443,333
4998,40,3927,192,7193,272
13741,19,8777,469,14176,354
15329,17,3898,143,13657,5
7073,39,1442,325,12322,178
13478,42,2908,165,10658,276
3256,37,5207,377,4942,390
2487,37,4235,489,5054,456
13074,30,2334,465,9193,248
18624,33,8964,235,14825,16
5940,21,7857,96,14641,364
25757,25,9044,149,9270,491
10852,32,5194,366,6619,236
5079,22,2317,407,4920,126
29537,37,5132,448,6196,389
9215,49,5250,91,12496,223
21113,37,1663,376,12216,452
20319,45,3083,190,8901,32
3863,35,1998,125,14520,386
24787,24,6680,282,9999,325
3524,25,5656,189,8576,418
9701,21,1880,423,8962,499
14860,28,6937,401,13140,157
13331,19,5086,78,12099,493
27294,43,2120,412,14235,406
10036,37,6152,140,12651,189
21109,47,4504,332,13637,455
7138,35,3621,256,5147,277
11068,43,9732,470,8044,466
7884,17,7981,76,5591,199
4085,15,6999,315,9675,95
23247,17,1376,335,9303,459
8848,40,1066,175,12430,151
22433,27,6813,495,13825,309
21660,48,4020,247,6315,20
7679,48,6167,334,4170,202
28238,16,5786,274,6546,462
2051,27,5984,86,10955,373
9660,18,5894,470,9266,162
26307,27,9473,411,13633,80
3568,27,4015,361,9625,186
5279,48,6952,446,10494,258
18895,35,2599,80,10272,335
10842,39,3267,313,14817,29
9749,35,8192,446,11741,353
17630,23,7900,94,13656,94
20397,16,7710,496,12632,494
20926,12,7605,122,13063,89
11021,47,2009,140,11970,240
3881,45,5854,346,7234,438
27660,44,5750,348,5190,85
10631,18,5437,440,4184,453
7536,38,6176,301,11524,472
19490,30,5192,242,13257,220
23361,32,6557,488,7376,201
3627,31,5024,479,13926,245
12919,23,2940,395,5865,482
15856,46,5401,383,13574,399
8092,42,6737,110,12843,237
23281,22,6474,267,9586,393
25058,32,7586,444,8899,222
21332,19,9598,379,6564,91
26225,46,6900,435,7551,329
8773,43,7361,307,5503,257
8227,19,2838,91,14487,24
26626,27,3170,408,12987,74
8403,45,3981,477,6105,418
14440,46,5766,185,11438,414
23892,24,1501,285,11753,175
13024,22,3784,211,11445,403
28629,30,3333,253,8845,242
7917,11,3762,344,14286,454
24887,25,4424,276,8272,475
25803,38,3046,184,13015,159
9714,14,2545,61,8856,260
18906,32,4158,172,10231,106
13655,41,4115,443,11378,481
7836,31,5933,118,12064,279
24277,25,9111,381,9454,79
23802,31,8452,446,4703,39
9479,39,7812,457,10732,93
3284,45,3888,63,11101,109
8452,34,1283,259,6942,330
25145,22,1078,237,9784,25
18624,12,3622,484,12121,42
28514,33,5088,176,4380,28
5266,37,2609,323,4487,361
22343,32,6256,424,7895,312
13780,30,8282,416,12571,197
14448,47,5877,104,14136,176
6991,37,8654,461,9763,52
13290,19,9870,400,8623,362
9081,20,7705,393,13165,479
8447,17,5915,125,12821,264
2585,25,6708,349,8013,261
17127,47,1899,326,14593,35
13889,10,4338,468,9689,422
14228,22,1211,305,7541,431
12149,12,4376,63,13495,108
17216,39,2483,331,7872,295
7410,17,9827,478,7799,471
22965,43,6837,467,7606,252
9915,42,9044,366,5812,151
10824,32,2491,351,8396,67
2081,31,2038,268,9518,133
3168,12,4637,153,14041,303
4254,48,2167,145,8534,221
18299,17,1614,403,9863,280
14174,37,5122,384,5067,352
22277,46,8667,372,14979,158
3236,38,8427,493,11921,100
5797,20,4444,101,12231,160
13181,46,1015,183,8073,238
11981,15,9467,156,11038,346
10573,35,6743,63,9393,445
23466,45,4552,421,10539,350
2128,47,8210,440,6307,365
4214,33,7181,339,10589,354
22579,43,3254,444,8348,467
28623,21,8204,479,7723,189
3711,47,2083,123,11338,212
7831,44,4873,390,5469,407
3450,14,3431,376,11614,330
10066,49,4559,433,11635,358
29742,42,6241,65,9236,173
20760,11,3749,468,14210,496
25194,41,2836,479,6081,170
20070,36,7073,373,6941,333
16415,11,3711,119,6717,456
15590,22,5552,262,12005,312
21178,23,6737,83,14212,183
13841,27,4270,227,13656,404
15277,31,3889,371,12421,155
8369,37,3785,307,11754,59
27632,49,5618,426,11595,441
2541,20,3052,108,10985,250
9745,39,4788,445,13498,339
26507,45,2285,481,14400,264
18561,46,4966,149,12488,268
21868,41,5200,72,4914,375
16064,14,5432,199,10928,258
22814,36,7893,226,14235,132
25611,32,1397,296,10372,29
17587,45,7462,53,9968,225
20545,40,3218,447,5234,379
4588,42,3539,369,10290,94
25583,28,4385,219,9748,341
18399,24,9352,364,4103,299
17132,48,2700,100,5854,455
14207,37,3132,182,5790,65
17122,35,4316,333,12229,200
21503,37,8668,76,13168,332
14800,28,5308,91,13318,214
4304,16,8738,289,6245,232
6432,43,7098,284,9936,402
5295,22,9360,414,13071,458
5722,10,4042,177,9277,83
17974,45,1849,324,10021,17
20277,19,2509,422,14671,413
7375,45,9887,412,8418,324
18373,15,5018,282,4184,22
7947,31,2179,190,4990,50
25927,46,7633,264,13286,55
7259,21,9768,469,5887,443
25131,31,2232,454,9983,494
17939,36,3933,54,4185,438
18159,41,8893,246,9003,321
4163,10,2962,159,13149,210
6757,22,5135,222,4439,199
3983,31,2285,346,5063,207
4978,37,8952,95,5427,34
17517,34,6591,158,7817,179
8851,28,9214,119,13548,351
29404,27,6991,209,6535,292
22452,31,4229,65,13783,485
15431,39,3510,461,7700,305
9272,26,2435,405,14897,486
18859,11,6201,447,6976,237
22810,31,3416,315,4208,299
21115,27,7833,58,13175,122
10363,34,6692,76,12402,431
24692,10,1602,85,13030,375
9222,17,1394,192,5729,296
13090,43,9901,473,8427,358
21785,38,1339,420,9356,210
19230,45,1821,491,7526,329
25821,16,3752,405,4559,235
9478,37,7399,221,5811,217
18446,43,9132,284,13593,124
13797,44,5213,483,14821,48
25493,47,4450,148,12281,351
17111,11,2681,362,9444,370
26017,45,7538,52,4811,134
18299,12,6666,323,13442,330
21625,47,2011,217,14429,160
18211,44,9565,71,13349,304
23252,44,9768,255,10803,254
9498,49,5721,124,5029,261
23679,33,4084,99,6257,47
4379,36,4313,237,5976,250
23186,15,1830,234,5506,193
8074,25,1985,204,6186,243
17480,25,4712,361,14195,164
27753,17,9222,219,10676,229
13013,39,7181,187,11265,157
13912,39,6211,354,6151,330
2392,39,8940,104,4498,296
12118,10,7136,282,12828,166
24288,19,9897,199,14974,78
18896,48,2084,290,14754,191
24508,16,6148,97,4452,239
29050,11,8747,195,7733,185
9298,44,6075,286,13733,297
27333,34,8131,254,7267,238
11805,16,5585,329,7595,156
7336,14,3469,446,4964,426
22802,13,8361,377,13561,426
12941,35,4746,130,8259,392
5728,47,6516,386,5658,330
12799,46,5362,55,13175,82
12797,44,3806,256,11051,176
10586,35,4334,239,7738,184
10029,46,5143,175,10314,205
25131,15,3261,404,11030,203
23754,27,9844,307,11069,179
17009,24,9889,494,5416,36
6445,42,4543,213,10824,269
10222,16,4516,348,12197,274
17097,42,4876,180,5928,13
5060,45,9066,180,10356,55
3564,46,2698,393,7630,361
23986,47,4993,219,4821,183
23435,35,9254,479,8671,164
19342,19,2990,467,9219,239
3951,43,1776,57,11000,127
6142,26,8169,122,5779,170
5918,41,1147,131,11351,307
12142,42,7172,72,8356,459
6181,47,8379,95,11196,23
29308,31,2733,153,12926,191
4633,46,1646,224,4073,55
11604,45,3042,266,10485,456
24820,48,9702,147,5825,19
17569,27,2120,441,14435,353
7048,43,3883,372,5199,434
12081,39,2111,107,13240,400
15295,17,1096,179,7549,221
13121,33,8666,69,8188,181
13027,45,3115,257,6023,370
17204,33,2309,207,6513,166
25362,10,1378,218,5384,422
18507,28,4492,423,6164,485
24346,17,7748,321,14561,300
12420,32,7783,211,7426,385
24504,19,9439,147,8353,258
24315,17,4067,98,14330,18
12433,27,5050,153,12734,446
9539,13,4893,275,9393,180
27238,34,2705,256,7978,493
10556,11,3980,333,6526,471
9672,18,1871,123,5932,87
7046,40,7820,58,4813,456
24919,48,5626,347,12531,214
11783,31,5908,107,8387,488
3356,35,9242,219,5989,46
11743,28,9485,437,13135,305
15731,41,5493,262,4926,353
15366,10,4322,467,9341,127
18527,34,8655,385,7150,426
8089,32,5708,468,11171,33
25668,10,1958,127,7180,336
28185,49,4626,230,14285,437
21257,49,1783,320,4705,378
4410,35,2350,126,11274,469
28716,30,3433,370,14500,122
6788,47,3928,247,11259,194
12913,14,6707,100,10432,158
15195,48,3381,406,12975,118
19666,32,6965,399,9328,70
8753,37,3579,423,13653,67
25039,25,7639,257,8496,76
9689,15,9205,153,7815,229
14575,35,5678,275,7799,10
4344,45,7106,347,6141,96
25768,12,3672,168,4428,124
15509,36,6056,173,4412,106
10058,29,9255,320,10072,494
4635,15,7905,376,10570,414
4136,45,4076,178,10381,155
2403,11,4249,479,7435,83
16622,32,6125,418,5758,101
17654,39,7079,135,7537,451
26114,39,5699,321,10774,246
29281,29,2458,180,7910,451
12961,32,2069,92,12621,230
4463,41,2501,146,5230,147
28859,26,8618,271,9845,362
4799,43,4436,338,12801,93
28622,28,2409,191,5846,297
18735,26,4127,52,11554,238
3202,17,2418,290,9079,455
15889,40,5352,488,14095,323
25010,28,6018,78,4925,92
26828,14,1876,59,12729,326
6180,39,5211,445,4752,149
28307,48,9524,348,9545,315
25056,47,3532,186,9625,142
22931,27,1124,151,10661,57
19223,48,5502,157,11729,417
29144,39,7743,252,8326,316
13010,35,9045,368,14318,366
25070,21,2504,370,8309,212
18116,25,2335,330,7198,82
29488,33,8408,65,4045,431
18162,38,5901,119,9011,6
10011,22,9235,200,14011,181
26906,36,9897,287,8168,248
6554,32,8151,57,14876,84
3782,43,3398,378,9118,329
20348,48,1894,273,14718,307
7202,26,6610,293,10761,351
27300,22,2821,441,6141,426
20295,19,1586,72,6365,39
29841,23,9143,306,12440,328
22143,47,6423,135,12387,430
2548,43,5593,326,8095,169
2800,48,9223,436,7648,280
28286,12,1751,56,13456,407
16695,33,6286,149,5264,344
16630,48,6892,84,9373,460
18196,49,2141,68,8601,152
9732,28,4327,451,12446,256
6998,19,9681,113,14526,72
6818,26,5972,416,4094,98
17382,12,2557,247,8310,432
15629,46,4581,303,7666,483
2556,37,4621,480,13765,322
10989,10,7123,224,13171,161
16275,26,9005,421,9055,490
23740,21,9921,55,12916,332
23714,22,6163,258,7885,178
29022,19,8790,298,8258,312
19205,32,5718,452,12631,137
20748,42,5496,415,6017,180
26930,48,5366,257,4901,255
15324,29,4746,212,14691,314
6094,41,4975,183,10455,271
9144,30,1748,158,10306,207
5324,33,9578,200,13087,144
2753,31,5164,425,6521,252
29264,12,9445,111,10326,35
14218,45,4904,97,11485,178
19065,18,5143,483,6550,325
4965,10,5096,117,5130,376
23880,35,1401,446,9754,479
2822,32,5164,158,11453,24
13014,20,4975,156,5422,64
2970,13,1336,62,6222,426
12585,48,2384,188,11922,369
13466,22,8292,478,11634,218
25868,17,6325,405,7632,360
15831,20,8902,379,5479,225
29415,31,6685,492,12367,77
10168,43,9616,161,9900,176
20623,25,8105,470,9066,331
15930,27,1192,490,12834,179
29612,42,8788,145,14383,195
9081,21,5843,313,12234,219
17659,43,3149,169,12789,233
25214,38,9036,253,12332,70
6382,22,5925,496,12612,132
24097,22,3030,52,13234,422
15822,22,9245,263,9936,192
29175,36,8586,160,8863,28
28220,19,7192,362,9747,487
11511,37,7755,144,4794,329
18797,47,7642,387,11180,253
13953,33,8047,131,8362,151
17698,25,3269,301,14489,29
4627,27,5692,409,8880,135
28470,30,4189,110,14366,484
5404,49,3101,420,9014,52
22040,40,9028,430,6026,113
4443,34,1056,77,12015,252
5273,48,2783,61,5529,356
27711,41,2253,383,8813,329
3353,43,3802,227,9721,36
26969,20,8102,193,6054,199
10821,34,2006,134,7832,307
15468,28,7952,59,4603,190
17205,44,3175,282,14303,118
18823,26,8135,372,12591,429
16169,18,4163,372,13266,138
12892,41,5737,431,9565,29
15089,15,3940,425,7637,308
6132,40,8472,354,10382,456
11106,48,7034,50,6864,82
11923,29,7624,197,12557,481
13423,42,1989,315,12656,392
17176,38,3743,65,5852,466
29764,14,5276,222,4940,177
29424,43,2736,388,7692,388
12623,30,1368,318,7049,13
10750,29,7188,344,14050,323
29517,41,9028,137,10206,288
20060,45,2029,361,14633,237
17014,44,2897,295,7722,435
21330,11,6483,393,9885,15
15509,26,1510,363,10437,171
2793,36,7061,339,11333,345
27102,33,8614,247,12780,429
3696,43,7232,327,7361,217
5966,41,1190,140,5527,179
26001,21,3041,477,10209,491
23571,15,8258,449,9348,175
12136,33,5792,461,7107,443
19088,26,5829,324,6673,28
4835,35,9941,415,4108,12
9861,28,9514,240,14869,182
28145,46,2370,91,13132,24
24567,36,8590,125,14271,350
21987,19,8648,232,12461,133
12108,28,3939,110,8366,267
17285,24,4337,164,11828,136
28377,25,6093,225,9102,423
16850,14,5721,365,8519,77
9894,37,7904,103,10970,321
3855,23,2157,146,6695,53
20301,44,3249,271,12970,263
23058,41,3202,185,11075,424
8474,20,9887,80,5481,157
19088,19,8439,362,6571,345
4902,41,1754,387,4600,390
24075,24,6850,232,9040,465
12157,40,2832,213,10170,306
14916,42,6417,335,8158,48
13295,12,6088,462,7876,138
28776,15,3044,67,7803,484
2990,48,9967,366,11777,377
7003,28,9876,451,4853,29
20843,49,4387,412,9703,120
9239,17,8045,288,7920,217
6484,42,8644,378,7216,175
3777,41,8011,427,8097,80
24678,12,7427,493,8675,299
9704,40,5138,196,12968,333
28693,23,3011,498,8418,96
3464,35,3839,361,13417,92
17559,48,9856,161,7197,58
18462,16,9143,320,4837,424
15532,39,6314,273,5455,153
7993,29,7866,113,4374,333
13095,49,4045,191,4096,427
7235,46,7839,314,13258,364
28382,48,8647,308,4525,240
8686,21,2798,99,14761,249
6263,27,3734,186,8618,288
10222,16,1166,111,4251,144
13547,36,7082,149,13051,450
25223,12,8730,91,9704,259
4836,22,7087,323,5577,100
9071,20,2632,185,10484,278
11512,28,5134,492,11064,244
3189,40,1992,200,6076,81
20440,19,4299,75,7685,499
17088,18,9449,239,9883,453
14838,35,2099,202,14433,261
8323,15,6372,349,9951,344
25725,25,9749,351,6214,415
5455,32,6997,250,5844,298
28044,29,4512,358,9293,340
9388,17,2510,190,6031,326
17593,13,1734,356,8206,24
20287,29,2146,497,6719,176
21070,23,2446,302,12382,109
21437,11,9838,366,10453,386
17101,14,7596,434,9779,178
29784,39,8607,228,6983,266
20759,42,7473,365,12149,447
22616,17,9813,86,9871,68
12340,49,2753,57,14914,175
5023,16,3576,488,7260,134
2454,22,3451,383,5620,274
25701,11,3432,307,14423,185
29806,44,7243,221,10069,404
17264,41,7854,269,5781,374
12527,29,8330,293,5716,214
22297,28,7527,137,10804,101
14080,49,7537,233,10025,88
9741,47,2739,249,4624,167
9007,15,9596,95,10701,35
26056,41,7850,436,9876,166
2329,21,3525,273,4086,195
16911,20,6402,57,8339,195
29538,37,2797,425,13133,225
11917,18,6982,298,12874,488
6347,10,2631,475,8287,284
18469,25,2021,234,6530,465
5139,31,2310,208,6908,258
16731,30,9084,401,9462,448
16546,15,8917,186,8529,399
6423,39,9812,202,12502,283
15187,38,3720,186,6062,287
5356,41,5226,399,8545,444
23517,31,4826,263,4829,333
10254,12,5648,479,5696,340
27141,23,8491,303,12112,351
17617,31,7636,487,12705,276
8711,31,6428,236,5250,325
26428,14,9980,113,6007,366
14986,34,2510,443,11217,442
6010,11,7311,297,13597,284
18187,17,1483,280,10016,450
15971,23,3775,471,12434,222
22467,14,1807,293,10841,184
18369,31,8051,290,5536,92
10246,24,4180,139,10754,152
17794,27,1477,184,13228,383
29552,36,4937,328,5230,336
29961,14,5676,113,11586,423
12816,12,9696,307,4318,201
26370,23,3514,327,4817,189
7771,19,4775,456,4421,227
8324,37,5379,317,12956,45
5879,47,5214,388,6367,441
13966,49,6649,391,6446,403
10256,25,3963,69,9265,288
26558,16,6772,268,14726,125
12062,11,5182,273,4964,277
23909,38,6178,489,13352,13
19341,13,3157,287,14707,65
20029,12,5101,366,4688,102
15710,28,6040,371,6887,292
10778,30,3771,239,13164,376
20878,11,4657,162,11604,14
8861,24,7810,393,12755,253
18411,15,9741,324,11011,481
23039,11,3517,292,8052,79
26403,47,8132,229,4153,304
